LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,INCOME_IMPUTED,BUREAU_IMPUTED,FOIR,EMI_INCOME_RATIO_PCT,CREDIT_UTILIZATION,IS_DELINQUENT,LOAN_TO_INCOME,RISK_LABEL,APPROVAL_LABEL
LN0000598,CUST000603,62,Female,Karnataka,Salaried,58636.0,Personal Loan,607997,446098,18,13.16,27444.96,590.0,66,30,120,106321,1-30,Active,0,0,2025-03-31,2030-06-25,0,0,0.4681,46.8,0.2383,1,0.63,High Risk,Reject
LN0000630,CUST000416,41,Male,Uttar Pradesh,Self Employed,50021.0,Home Loan,5364851,0,240,8.86,40974.84,791.0,3,15,15,2362478,1-30,Active,0,0,2025-10-15,2025-11-27,0,0,0.8192,81.9,1.5,1,0.0,Medium Risk,Reject
LN0000615,CUST000175,23,Male,Uttar Pradesh,Salaried,59471.0,MSME Loan,1299944,981282,48,13.51,26574.41,741.0,69,0,60,647963,Current,Active,0,0,2023-08-09,2029-02-24,0,0,0.4468,44.7,0.6603,0,1.38,Low Risk,Approve with Conditions
LN0000004,CUST000372,29,Female,Rajasthan,Self Employed,73347.0,Personal Loan,226532,159283,60,17.87,4033.49,671.0,0,90,90,152246,61-90,Delinquent,1,0,2022-01-01,,0,0,0.055,5.5,0.9558,1,0.18,High Risk,Reject
LN0000710,CUST000550,60,Male,Madhya Pradesh,Salaried,70836.0,MSME Loan,1588192,1101285,36,15.38,38381.66,670.0,46,0,90,534004,Current,Active,0,0,2025-10-20,2029-07-04,0,0,0.5418,54.2,0.4849,0,1.3,Medium Risk,Approve with Conditions
LN0000929,CUST000224,40,Female,Telangana,Salaried,112466.0,Personal Loan,539066,498823,24,16.19,24469.23,850.0,23,0,30,386115,Current,Active,0,0,2020-04-28,2022-02-22,0,0,0.2176,21.8,0.7741,0,0.37,Low Risk,Approve
LN0000397,CUST000036,35,Female,Rajasthan,Self Employed,32585.0,MSME Loan,330436,295026,48,9.79,7452.9,745.0,9,7,7,251747,1-30,Active,0,0,2020-07-23,2021-04-12,0,0,0.2287,22.9,0.8533,1,0.75,Medium Risk,Approve with Conditions
LN0000699,CUST000386,39,Female,Rajasthan,Business,42334.0,Personal Loan,2,342580,48,8.5,8444.02,739.0,19,0,15,238923,Current,Active,0,0,2020-07-18,2022-02-02,0,0,0.1995,20.0,0.6974,0,0.67,Low Risk,Approve with Conditions
LN0000335,CUST000619,29,Female,Tamil Nadu,Self Employed,53092.0,Home Loan,5163437,4890853,180,20.13,86367.98,705.0,59,45,75,3472586,31-60,Delinquent,0,0,2021-02-19,2025-09-30,0,1,1.0,100.0,0.71,1,7.68,Medium Risk,Reject
LN0000145,CUST000142,40,Female,Telangana,Business,120623.0,Home Loan,9461729,8542623,120,12.01,122611.21,850.0,43,60,60,1670114,31-60,Delinquent,0,0,2024-04-14,2027-07-25,0,0,1.0,100.0,0.1955,1,5.9,Medium Risk,Reject
LN0000547,CUST000256,28,Male,Tamil Nadu,Salaried,61361.0,Personal Loan,413446,287585,18,19.55,18562.77,656.0,26,60,60,39943,31-60,Delinquent,0,0,2022-03-19,2024-02-21,0,0,0.3025,30.2,0.1389,1,0.39,Medium Risk,Approve with Conditions
LN0000670,CUST000261,26,Female,West Bengal,Self Employed,54040.0,Home Loan,1415013,1069477,180,12.84,13419.08,677.0,71,30,45,781976,1-30,Active,0,0,2021-07-13,2027-03-08,0,0,0.2483,24.8,0.7312,1,1.65,Medium Risk,Approve with Conditions
LN0000975,CUST000151,39,Female,Delhi,Unknown,76557.0,Personal Loan,423311,329805,12,20.57,30641.37,693.0,32,0,45,126591,Current,Active,0,0,2021-06-15,2024-01-25,0,1,0.4002,40.0,0.3838,0,0.36,Medium Risk,Approve with Conditions
LN0000070,CUST000590,39,Female,Rajasthan,Self Employed,76633.0,Home Loan,3815510,2550224,300,13.38,29494.41,565.0,68,7,15,545895,1-30,Active,0,0,2022-10-13,2028-03-26,0,0,0.3849,38.5,0.2141,1,2.77,High Risk,Reject
LN0000257,CUST000121,25,Male,Karnataka,Self Employed,101190.0,Personal Loan,520408,393369,60,8.5,8070.57,608.0,67,15,15,252677,1-30,Active,0,0,2021-11-21,2027-03-27,0,0,0.0798,8.0,0.6423,1,0.32,High Risk,Reject
LN0000681,CUST000214,67,Female,Tamil Nadu,Salaried,23262.0,Personal Loan,339350,286180,36,14.3,9822.7,789.0,65,0,90,136845,Current,Active,0,0,2021-03-07,2026-06-22,0,0,0.4223,42.2,0.4782,0,1.03,Low Risk,Approve with Conditions
LN0000448,CUST000696,37,Male,Gujarat,Self Employed,45525.0,MSME Loan,775513,600045,48,23.65,19446.65,723.0,45,0,150,204997,Current,Active,0,0,2023-07-14,2027-02-08,0,0,0.4272,42.7,0.3416,0,1.1,Medium Risk,Approve with Conditions
LN0000903,CUST000591,21,Female,Tamil Nadu,Salaried,55056.0,Home Loan,2873362,2873362,120,18.32,52367.14,850.0,59,0,150,573731,Current,Active,0,0,2024-03-15,2028-12-14,0,0,0.9512,95.1,0.1997,0,4.35,Medium Risk,Reject
LN0000763,CUST000248,29,Male,Gujarat,Salaried,39527.0,Personal Loan,553962,429654,18,14.59,26721.04,745.0,68,30,30,253946,1-30,Active,0,0,2020-06-17,2025-12-15,0,0,0.676,67.6,0.591,1,0.91,Medium Risk,Reject
LN0000728,CUST000339,46,Female,Tamil Nadu,Self Employed,56922.0,Vehicle Loan,462523,308814,48,13.92,8426.41,636.0,16,15,15,116704,1-30,Active,0,0,2023-11-07,2025-02-13,0,0,0.148,14.8,0.3779,1,0.45,High Risk,Reject
LN0000364,CUST000098,24,Female,Rajasthan,Business,63661.0,MSME Loan,1738916,1314837,48,15.03,36612.9,745.0,62,0,120,408117,Current,Active,0,0,2024-11-11,2029-11-03,0,0,0.5751,57.5,0.3104,0,1.72,Medium Risk,Approve with Conditions
LN0000589,CUST000142,21,Male,Delhi,Professional,83537.0,MSME Loan,1872236,1311767,48,12.01,34550.3,683.0,39,0,0,370753,Current,Active,0,0,2022-11-30,2026-01-01,0,0,0.4136,41.4,0.2826,0,1.31,Medium Risk,Approve with Conditions
LN0000784,CUST000600,45,Male,Rajasthan,Salaried,75351.0,Home Loan,2578135,2247921,300,21.32,40141.83,720.0,33,15,15,543281,1-30,Active,0,0,2025-09-05,2028-04-04,0,0,0.5327,53.3,0.2417,1,2.49,Medium Risk,Approve with Conditions
LN0000556,CUST000540,41,Male,Tamil Nadu,Self Employed,72704.0,Personal Loan,665882,567581,12,15.86,51459.52,715.0,5,0,60,327739,Current,Active,0,0,2021-04-06,2021-08-16,0,0,0.7078,70.8,0.5774,0,0.65,Medium Risk,Reject
LN0000209,CUST000102,35,Male,Karnataka,Salaried,40660.0,Vehicle Loan,996674,827854,48,8.73,20495.21,727.0,19,45,150,529569,31-60,Delinquent,0,0,2021-03-02,2022-06-25,0,0,0.5041,50.4,0.6397,1,1.7,Medium Risk,Approve with Conditions
LN0000782,CUST000219,21,Male,Uttar Pradesh,Professional,34476.0,Vehicle Loan,704908,683674,36,19.53,25244.35,827.0,30,15,90,343782,1-30,Active,0,0,2022-10-20,2025-03-01,0,0,0.7322,73.2,0.5028,1,1.65,Medium Risk,Reject
LN0000844,CUST000056,44,Male,Telangana,Business,30011.0,Home Loan,3367270,2842705,180,13.15,36248.13,708.0,43,0,45,1068964,Current,Active,0,0,2025-01-25,2028-07-16,0,0,1.0,100.0,0.376,0,7.89,Medium Risk,Reject
LN0000853,CUST000529,21,Female,Maharashtra,Salaried,52545.0,Home Loan,5679328,5438810,300,19.46,88912.33,850.0,58,90,0,3205362,61-90,Delinquent,1,0,2021-09-27,2026-03-10,0,0,1.0,100.0,0.5893,1,8.63,High Risk,Reject
LN0000633,CUST000397,25,Female,Telangana,Business,54669.0,Vehicle Loan,100000,86507,60,15.17,2065.72,774.0,51,0,45,81855,Current,Active,0,0,2022-08-03,2026-09-14,0,0,0.0378,3.8,0.9462,0,0.13,Low Risk,Approve with Conditions
LN0000435,CUST000400,52,Male,Delhi,Salaried,100344.0,Personal Loan,50000,40641,36,15.51,1419.0,680.0,7,30,150,14980,1-30,Active,0,0,2024-08-20,,0,0,0.0141,1.4,0.3686,1,0.03,High Risk,Approve with Conditions
LN0000407,CUST000574,26,Male,Gujarat,Business,25666.0,Consumer Durable Loan,133268,85387,18,10.14,5133.6,623.0,66,0,15,42023,Current,Active,0,0,2020-05-06,2025-09-11,0,0,0.2,20.0,0.4921,0,0.28,High Risk,Reject
LN0000358,CUST000256,39,Male,Tamil Nadu,Salaried,17527.0,Home Loan,4761745,4344293,300,19.06,69617.84,786.0,39,0,60,1000276,Current,Active,0,0,2024-02-06,2027-03-13,0,0,1.0,100.0,0.2303,0,20.66,Medium Risk,Reject
LN0000337,CUST000082,37,Male,West Bengal,Self Employed,38657.0,Vehicle Loan,586029,452442,48,18.67,13449.41,656.0,67,7,7,84073,1-30,Active,0,0,2024-03-06,2029-08-28,0,0,0.3479,34.8,0.1858,1,0.98,Medium Risk,Approve with Conditions
LN0000942,CUST000264,33,Female,Tamil Nadu,Salaried,53237.0,Consumer Durable Loan,169283,138011,12,16.13,12530.35,706.0,71,0,30,106958,Current,Active,0,0,2024-11-13,2030-08-18,0,0,0.2354,23.5,0.775,0,0.22,Low Risk,Approve with Conditions
LN0000673,CUST000464,31,Female,Karnataka,Salaried,103290.0,Home Loan,4086381,3552893,120,17.73,63401.59,757.0,30,0,0,837088,Current,Active,0,0,2021-06-08,2023-11-17,0,0,0.6138,61.4,0.2356,0,2.87,Medium Risk,Approve with Conditions
LN0000841,CUST000535,21,Male,Madhya Pradesh,Self Employed,72820.0,MSME Loan,223009,151576,48,17.24,4392.58,520.0,32,0,15,29629,Current,Active,0,0,2024-05-12,2026-12-28,0,0,0.0603,6.0,0.1955,0,0.17,High Risk,Reject
LN0000730,CUST000436,29,Male,Karnataka,Salaried,84629.0,Consumer Durable Loan,67564,54979,12,12.52,4898.2,712.0,4,75,90,13014,61-90,Delinquent,0,0,2022-02-02,2022-02-13,0,0,0.0579,5.8,0.2367,1,0.05,High Risk,Reject
LN0000468,CUST000430,23,Female,Maharashtra,Business,41597.0,MSME Loan,344259,344259,24,9.61,15823.91,839.0,9,75,75,311877,61-90,Delinquent,0,0,2025-06-06,2025-12-08,0,0,0.3804,38.0,0.9059,1,0.69,High Risk,Reject
LN0000822,CUST000067,22,Female,Uttar Pradesh,Business,108209.0,Personal Loan,122051,222051,60,11.04,1835.53,542.0,0,7,45,28032,1-30,Active,0,0,2021-03-12,,0,0,0.017,1.7,0.1262,1,0.17,High Risk,Reject
LN0000976,CUST000588,31,Female,Tamil Nadu,Salaried,133948.0,Personal Loan,82486,51941,12,15.66,4704.3,559.0,66,45,150,48264,31-60,Delinquent,0,0,2025-07-27,2030-09-29,0,0,0.0351,3.5,0.9292,1,0.03,High Risk,Reject
LN0000205,CUST000632,40,Female,Uttar Pradesh,Unknown,43534.0,Personal Loan,476090,335423,60,16.78,8296.5,588.0,33,0,30,101136,Current,Active,0,0,2020-11-16,2023-06-26,0,0,0.1906,19.1,0.3015,0,0.64,High Risk,Reject
LN0000560,CUST000394,45,Male,Madhya Pradesh,Business,74702.0,Personal Loan,620801,419198,18,16.05,26359.2,619.0,58,75,75,177327,61-90,Delinquent,0,0,2024-09-12,2029-02-26,0,0,0.3529,35.3,0.423,1,0.47,High Risk,Reject
LN0000586,CUST000541,29,Female,Maharashtra,Salaried,54787.0,Consumer Durable Loan,89950,79229,24,13.66,3791.3,850.0,4,0,30,15350,Current,Active,0,0,2023-05-16,2023-09-11,0,0,0.0692,6.9,0.1937,0,0.12,Low Risk,Approve
LN0000464,CUST000463,21,Female,West Bengal,Salaried,45040.0,Home Loan,5669854,5089321,240,10.91,52220.02,776.0,8,15,60,2128508,1-30,Active,0,0,2025-09-09,2026-03-24,0,0,1.0,100.0,0.4182,1,9.42,Medium Risk,Reject
LN0000075,CUST000330,42,Female,Delhi,Business,62871.0,MSME Loan,2467283,2221867,36,8.86,70510.09,769.0,68,0,150,588360,Current,Active,0,0,2023-04-13,2028-10-25,0,0,1.0,100.0,0.2648,0,2.95,Medium Risk,Reject
LN0000325,CUST000485,21,Female,Gujarat,Salaried,94241.0,Consumer Durable Loan,10000,10000,12,12.48,890.73,648.0,69,15,45,5000,1-30,Active,0,0,2021-09-16,2027-04-27,0,0,0.0095,1.0,0.5,1,0.01,High Risk,Reject
LN0000073,CUST000455,43,Male,Madhya Pradesh,Salaried,33797.0,Personal Loan,409901,302094,36,16.22,10653.57,669.0,23,0,150,216405,Current,Active,0,0,2021-12-10,2023-09-26,0,0,0.3152,31.5,0.7163,0,0.74,Medium Risk,Approve with Conditions
LN0000818,CUST000289,36,Male,Madhya Pradesh,Professional,74963.0,Home Loan,1200000,892975,120,18.55,16407.61,664.0,69,45,45,274195,31-60,Delinquent,0,0,2021-06-04,2026-11-19,0,0,0.2189,21.9,0.3071,1,0.99,Medium Risk,Approve with Conditions
LN0000725,CUST000527,54,Female,Telangana,Salaried,68849.0,MSME Loan,1154491,866640,48,23.84,28177.45,640.0,47,60,120,294581,31-60,Delinquent,0,0,2024-04-07,2027-11-14,0,0,0.4093,40.9,0.3399,1,1.05,High Risk,Reject
LN0000466,CUST000349,26,Female,Rajasthan,Self Employed,37372.0,Consumer Durable Loan,137284,114228,12,12.8,10191.82,750.0,67,0,90,32972,Current,Active,0,0,2023-12-16,2029-05-09,0,0,0.2727,27.3,0.2887,0,0.25,Low Risk,Approve with Conditions
LN0000355,CUST000216,33,Male,Delhi,Salaried,38614.0,Personal Loan,226237,195656,36,21.66,7437.82,850.0,26,0,120,97270,Current,Active,0,0,2022-03-24,2024-04-29,0,0,0.1926,19.3,0.4971,0,0.42,Medium Risk,Approve with Conditions
LN0000260,CUST000606,42,Male,Tamil Nadu,Salaried,62956.0,Consumer Durable Loan,105197,99150,18,14.28,6151.91,847.0,37,0,15,76779,Current,Active,0,0,2022-10-11,2025-09-16,0,0,0.0977,9.8,0.7744,0,0.13,Low Risk,Approve
LN0000469,CUST000357,34,Male,Uttar Pradesh,Salaried,36917.0,Personal Loan,50000,39201,48,22.52,1246.16,693.0,13,0,15,5890,Current,Active,0,0,2023-12-20,2025-01-02,0,0,0.0338,3.4,0.1503,0,0.09,Medium Risk,Approve with Conditions
LN0000624,CUST000415,28,Male,West Bengal,Professional,32329.0,MSME Loan,1892489,1747825,24,15.52,85178.63,812.0,58,15,150,788532,1-30,Active,0,0,2023-04-03,2027-12-08,0,0,1.0,100.0,0.4512,1,4.51,Medium Risk,Reject
LN0000422,CUST000608,41,Male,Karnataka,Salaried,31780.0,Home Loan,4941021,3797745,180,15.19,53647.84,715.0,17,0,75,2672534,Current,Active,0,0,2024-01-03,2025-04-15,0,0,1.0,100.0,0.7037,0,9.96,Medium Risk,Reject
LN0000198,CUST000290,40,Male,Delhi,Professional,65310.0,Vehicle Loan,859802,707789,60,13.93,16443.34,670.0,21,75,75,93526,61-90,Delinquent,0,0,2025-11-23,2027-05-05,0,0,0.2518,25.2,0.1321,1,0.9,High Risk,Reject
LN0000284,CUST000598,29,Male,Tamil Nadu,Salaried,54758.0,Home Loan,4312068,3286837,120,14.65,52325.9,726.0,10,30,30,1150813,1-30,Active,0,0,2025-05-26,2026-02-08,0,0,0.9556,95.6,0.3501,1,5.0,Medium Risk,Reject
LN0000077,CUST000393,32,Female,Gujarat,Business,16025.0,Home Loan,4221073,3103390,120,12.82,46008.05,698.0,21,0,60,2310008,Current,Active,0,0,2022-08-17,2024-04-11,0,1,1.0,100.0,0.7443,0,16.14,Medium Risk,Reject
LN0000819,CUST000007,37,Male,Telangana,Business,35686.0,Personal Loan,385925,289875,48,13.08,7788.14,738.0,59,0,15,109623,Current,Active,0,0,2020-06-19,2025-04-10,0,0,0.2182,21.8,0.3782,0,0.68,Low Risk,Approve with Conditions
LN0000107,CUST000649,23,Female,Gujarat,Self Employed,44677.0,Personal Loan,237105,207515,60,18.62,5339.76,723.0,37,0,75,150199,Current,Active,0,0,2020-07-06,2023-07-11,0,0,0.1195,12.0,0.7238,0,0.39,Low Risk,Approve with Conditions
LN0000403,CUST000463,37,Male,Uttar Pradesh,Business,47127.0,Personal Loan,446673,418588,36,15.9,14695.65,781.0,57,0,90,84412,Current,Active,0,0,2021-06-09,2026-01-07,0,0,0.3118,31.2,0.2017,0,0.74,Low Risk,Approve with Conditions
LN0000584,CUST000694,34,Female,Tamil Nadu,Salaried,46397.0,MSME Loan,1471341,1420260,24,20.0,72285.27,712.0,2,7,60,1076614,1-30,Active,0,0,2025-01-01,2025-01-24,0,1,1.0,100.0,0.758,1,2.55,Medium Risk,Reject
LN0000158,CUST000389,23,Male,West Bengal,Self Employed,223639.0,Vehicle Loan,963540,780515,48,20.85,24106.26,743.0,55,7,75,459171,1-30,Active,0,0,2022-08-25,2027-02-12,0,0,0.1078,10.8,0.5883,1,0.29,Medium Risk,Approve with Conditions
LN0000365,CUST000049,45,Female,Karnataka,Business,63266.0,MSME Loan,1077411,961236,60,11.23,21010.03,776.0,51,45,90,668442,31-60,Delinquent,0,0,2020-04-15,2024-04-26,1,0,0.3321,33.2,0.6954,1,1.27,Medium Risk,Approve with Conditions
LN0000998,CUST000549,29,Female,Madhya Pradesh,Salaried,65774.0,Consumer Durable Loan,144056,144056,18,15.82,9042.59,821.0,0,60,75,130876,31-60,Delinquent,0,0,2022-05-21,,0,0,0.1375,13.8,0.9085,1,0.18,Medium Risk,Approve with Conditions
LN0000987,CUST000599,21,Female,Maharashtra,Business,47082.0,Vehicle Loan,989437,866601,24,13.86,41550.72,711.0,28,0,60,453329,Current,Active,0,0,2024-12-08,2027-02-20,0,0,0.8825,88.2,0.5231,0,1.53,Medium Risk,Reject
LN0000137,CUST000214,36,Female,Delhi,Salaried,99090.0,Personal Loan,421865,293609,24,20.08,14954.94,656.0,66,15,15,246122,1-30,Active,0,0,2021-06-15,2026-10-21,0,0,0.1509,15.1,0.8383,1,0.25,Medium Risk,Approve with Conditions
LN0000381,CUST000203,45,Female,Madhya Pradesh,Professional,63428.0,Vehicle Loan,1519171,1150549,48,17.24,33342.17,720.0,57,0,90,188415,Current,Active,0,0,2022-06-08,2027-01-22,0,0,0.5257,52.6,0.1638,0,1.51,Low Risk,Approve with Conditions
LN0000328,CUST000325,21,Female,Uttar Pradesh,Salaried,24368.0,Personal Loan,783519,767947,60,9.47,16117.06,850.0,62,0,150,625408,Current,Active,0,0,2020-06-05,2025-06-16,0,0,0.6614,66.1,0.8144,0,2.63,Medium Risk,Reject
LN0000511,CUST000610,58,Female,Delhi,Salaried,57933.0,Personal Loan,206832,190294,12,10.45,16769.72,751.0,0,90,90,171113,61-90,Delinquent,1,0,2020-12-20,,0,0,0.2895,29.0,0.8992,1,0.27,High Risk,Reject
LN0000536,CUST000395,23,Female,Maharashtra,Salaried,181249.0,Personal Loan,634884,552421,60,11.0,12010.97,734.0,8,45,45,318831,31-60,Delinquent,0,0,2023-01-17,2023-07-06,0,0,0.0663,6.6,0.5772,1,0.25,Medium Risk,Approve with Conditions
LN0000352,CUST000062,45,Female,West Bengal,Self Employed,119264.0,Personal Loan,436671,436671,12,10.92,38577.41,800.0,46,60,120,333029,31-60,Delinquent,0,0,2022-05-29,2025-12-28,0,0,0.3235,32.4,0.7627,1,0.31,Medium Risk,Approve with Conditions
LN0000332,CUST000592,38,Female,Gujarat,Salaried,14770.0,Personal Loan,329723,233227,24,19.2,11779.33,676.0,2,0,120,147043,Current,Active,0,0,2024-11-16,2024-12-21,0,0,0.7975,79.8,0.6305,0,1.32,Medium Risk,Reject
LN0000545,CUST000554,35,Female,West Bengal,Salaried,42959.0,Home Loan,5831020,5580909,240,15.96,77477.29,764.0,24,45,45,5146702,31-60,Delinquent,0,0,2021-07-09,2023-05-13,0,0,1.0,100.0,0.9222,1,10.83,Medium Risk,Reject
LN0000896,CUST000694,103,Female,Tamil Nadu,Business,79496.0,MSME Loan,1900131,1434021,24,17.6,71315.36,632.0,63,0,15,1246043,Current,Active,0,0,2025-12-18,2031-01-24,0,0,0.8971,89.7,0.8689,0,1.5,High Risk,Reject
LN0000932,CUST000170,37,Female,Gujarat,Professional,60782.0,Home Loan,2373415,2373415,180,17.09,36678.45,850.0,4,0,75,1174161,Current,Active,0,0,2023-11-02,2024-02-21,0,0,0.6034,60.3,0.4947,0,3.25,Medium Risk,Approve with Conditions
LN0000363,CUST000507,36,Female,West Bengal,Salaried,41436.0,Vehicle Loan,1000988,1000988,60,21.64,27441.7,809.0,43,60,60,448534,31-60,Delinquent,0,0,2022-11-12,2026-03-19,0,0,0.6623,66.2,0.4481,1,2.01,Medium Risk,Reject
LN0000934,CUST000135,39,Male,Tamil Nadu,Business,42093.0,MSME Loan,947333,884308,36,13.38,29957.95,779.0,62,7,45,552466,1-30,Active,0,0,2025-11-22,2030-12-10,0,0,0.7117,71.2,0.6247,1,1.75,Medium Risk,Reject
LN0000022,CUST000564,21,Female,Karnataka,Self Employed,142155.0,MSME Loan,230013,209589,24,15.18,10180.2,836.0,5,30,30,109956,1-30,Active,0,0,2024-12-16,2025-03-29,0,0,0.0716,7.2,0.5246,1,0.12,Medium Risk,Approve with Conditions
LN0000685,CUST000682,42,Female,Karnataka,Self Employed,57346.0,Vehicle Loan,1178667,765980,24,19.4,38761.02,558.0,42,0,15,113564,Current,Active,0,0,2024-05-14,2027-10-20,0,0,0.6759,67.6,0.1483,0,1.11,High Risk,Reject
LN0000270,CUST000307,46,Male,Maharashtra,Salaried,17076.0,Personal Loan,239970,212897,18,19.14,13700.03,807.0,3,15,90,93599,1-30,Active,0,0,2021-03-10,2021-04-12,0,0,0.8023,80.2,0.4396,1,1.04,Medium Risk,Reject
LN0000521,CUST000348,53,Male,Tamil Nadu,Salaried,104875.0,Personal Loan,578262,572719,48,11.93,15062.21,824.0,72,0,15,449361,Current,Active,0,0,2025-08-22,2031-06-25,0,0,0.1436,14.4,0.7846,0,0.46,Low Risk,Approve
LN0000821,CUST000678,52,Male,Gujarat,Salaried,65473.0,MSME Loan,615220,464367,24,19.07,23423.89,675.0,53,0,60,372167,Current,Active,0,0,2024-05-01,2028-08-09,0,0,0.3578,35.8,0.8015,0,0.59,Medium Risk,Approve with Conditions
LN0000115,CUST000595,43,Female,Telangana,Professional,59435.0,Vehicle Loan,801607,653327,24,21.14,33616.58,662.0,44,0,150,158439,Current,Active,0,0,2022-01-23,2025-08-21,0,0,0.5656,56.6,0.2425,0,0.92,Medium Risk,Approve with Conditions
LN0000112,CUST000384,21,Male,Gujarat,Business,30469.0,Vehicle Loan,710502,564017,48,17.79,16506.17,720.0,46,0,150,298013,Current,Active,0,0,2020-02-06,2023-11-10,0,0,0.5417,54.2,0.5284,0,1.54,Medium Risk,Approve with Conditions
LN0000081,CUST000691,35,Male,Uttar Pradesh,Salaried,92751.0,Personal Loan,301999,216775,24,14.24,10432.59,562.0,21,0,60,162651,Current,Active,0,0,2021-04-28,2023-01-17,0,0,0.1125,11.2,0.7503,0,0.19,High Risk,Reject
LN0000021,CUST000449,31,Male,Delhi,Salaried,60004.0,Personal Loan,227629,157083,60,22.57,4389.52,675.0,29,75,75,76282,61-90,Delinquent,0,0,2022-07-09,2024-08-01,0,0,0.0732,7.3,0.4856,1,0.22,High Risk,Reject
LN0000248,CUST000061,40,Male,Gujarat,Salaried,59925.0,Vehicle Loan,230051,151788,60,21.6,4157.77,647.0,28,0,120,37459,Current,Active,0,0,2023-03-06,2025-06-14,0,0,0.0694,6.9,0.2468,0,0.21,High Risk,Reject
LN0000245,CUST000147,21,Female,Maharashtra,Professional,70144.0,Vehicle Loan,428392,265443,60,14.68,6270.37,585.0,41,0,75,231241,Current,Active,0,0,2023-08-26,2026-11-25,0,0,0.0894,8.9,0.8712,0,0.32,High Risk,Reject
LN0000581,CUST000560,26,Female,Telangana,Salaried,48323.0,Home Loan,3950143,2971954,300,17.48,43864.17,724.0,63,45,45,830806,31-60,Delinquent,0,0,2020-02-27,2025-03-01,0,0,0.9077,90.8,0.2795,1,5.13,Medium Risk,Reject
LN0000195,CUST000372,42,Female,Delhi,Salaried,34131.0,Vehicle Loan,1021017,777316,48,13.43,21019.72,697.0,60,15,60,681171,1-30,Active,0,0,2021-08-16,2026-06-13,0,0,0.6159,61.6,0.8763,1,1.9,Medium Risk,Approve with Conditions
LN0000714,CUST000014,31,Female,Karnataka,Salaried,41455.0,Vehicle Loan,434080,286359,60,17.61,7211.02,633.0,48,0,45,82329,Current,Active,0,0,2022-12-25,2026-12-03,0,0,0.1739,17.4,0.2875,0,0.58,High Risk,Reject
LN0000558,CUST000182,46,Male,Rajasthan,Salaried,41771.0,Personal Loan,95563,84072,36,8.5,2653.95,717.0,22,45,45,73859,31-60,Delinquent,0,0,2025-08-16,2027-03-15,0,0,0.0635,6.4,0.8785,1,0.17,Medium Risk,Approve with Conditions
LN0000092,CUST000397,38,Male,Uttar Pradesh,Self Employed,109052.0,Personal Loan,397747,260704,36,16.66,9250.75,532.0,69,0,75,229816,Current,Active,0,0,2024-02-22,2029-10-12,0,0,0.0848,8.5,0.8815,0,0.2,High Risk,Reject
LN0000199,CUST000380,28,Male,Delhi,Salaried,51516.0,MSME Loan,1602483,1528422,60,17.39,38306.47,792.0,50,15,90,1114631,1-30,Active,0,0,2022-11-15,2026-12-05,0,0,0.7436,74.4,0.7293,1,2.47,Medium Risk,Reject
LN0000057,CUST000371,37,Female,Madhya Pradesh,Self Employed,42157.0,Vehicle Loan,797684,654571,48,10.15,16648.8,665.0,47,7,45,617476,1-30,Active,0,0,2025-05-12,2029-03-06,0,0,0.3949,39.5,0.9433,1,1.29,Medium Risk,Approve with Conditions
LN0000254,CUST000127,54,Male,Delhi,Self Employed,62285.0,Vehicle Loan,1093870,906125,36,16.26,31973.1,667.0,55,0,45,169147,Current,Active,0,0,2021-05-25,2025-10-27,0,0,0.5133,51.3,0.1867,0,1.21,Medium Risk,Approve with Conditions
LN0000264,CUST000333,21,Female,Uttar Pradesh,Salaried,25847.0,Vehicle Loan,836594,658639,36,19.83,24420.37,727.0,18,75,75,604257,61-90,Delinquent,0,0,2023-01-12,,0,0,0.9448,94.5,0.9174,1,2.12,High Risk,Reject
LN0000090,CUST000231,34,Female,Delhi,Salaried,69463.0,Home Loan,3850854,2817297,180,8.5,27743.04,698.0,42,0,60,846114,Current,Active,0,0,2020-10-04,2024-02-24,0,1,0.3994,39.9,0.3003,0,3.38,Medium Risk,Approve with Conditions
LN0000964,CUST000292,25,Male,Rajasthan,Salaried,87921.0,Vehicle Loan,1337443,940231,48,13.89,25641.35,623.0,47,30,150,250641,1-30,Active,0,0,2020-08-31,2024-04-27,0,0,0.2916,29.2,0.2666,1,0.89,High Risk,Reject
LN0000167,CUST000349,42,Male,Maharashtra,Professional,64423.0,MSME Loan,925038,691724,60,13.13,15784.92,618.0,62,0,90,585117,Current,Active,0,0,2020-10-14,2025-10-14,0,0,0.245,24.5,0.8459,0,0.89,High Risk,Reject
LN0000252,CUST000547,57,Male,Uttar Pradesh,Business,27960.0,Personal Loan,513876,417615,48,14.83,999999.0,707.0,40,0,30,256653,Current,Active,0,0,2021-10-22,2025-01-29,0,0,1.0,100.0,0.6146,0,1.24,Medium Risk,Reject
